#Freeway,Station,Lanetype,Absolute_Postmile,Lanes,Direction,District,Name,California_Postmile,Latitude,Longitude
SR170-S,716571,ML,5.276,4,d,7,SHERMAN WAY,R18.19,34.19999,-118.403413
I405-N,1201259,HOV,5.32,1,a,12,CULVER 1,5.55,33.669218,-117.821657
I405-N,1201254,ML,5.32,4,a,12,CULVER 1,5.55,33.669218,-117.821657
SR71-S,817586,HOV,5.329,1,d,8,RIVERSIDE DR IDS S/O,R.379,34.016341,-117.740864
SR71-S,812586,ML,5.329,4,d,8,RIVERSIDE DR IDS S/O,R.379,34.016341,-117.740864
SR91-E,773383,HOV,5.398,1,a,7,BUTLER,R11.4,33.873543,-118.197523
SR91-W,773384,HOV,5.398,1,d,7,BUTLER,R11.4,33.873776,-118.197522
SR91-E,773381,ML,5.398,5,a,7,BUTLER,R11.4,33.873543,-118.197523
SR91-W,773382,ML,5.398,5,d,7,BUTLER,R11.4,33.873776,-118.197522
I405-S,1201268,HOV,5.46,1,d,12,CULVER 2,5.69,33.669737,-117.823958
I405-S,1201270,ML,5.46,4,d,12,CULVER 2,5.69,33.669737,-117.823958
SR22-E,1214936,HOV,5.487,1,a,12,WILSON,R4.03,33.770587,-117.984626
SR22-W,1214937,HOV,5.487,1,d,12,WILSON,R4.03,33.770765,-117.984576
SR22-E,1214938,ML,5.487,4,a,12,WILSON,R4.03,33.770587,-117.984626
SR22-W,1214939,ML,5.487,4,d,12,WILSON,R4.03,33.770765,-117.984576
SR71-N,819305,HOV,5.494,1,a,8,M .84 S/O POMONA FWY,R.544,34.016066,-117.73989
SR71-N,819303,ML,5.494,4,a,8,M .84 S/O POMONA FWY,R.544,34.016066,-117.73989
I105-E,760117,HOV,5.5,1,a,7,E/O WILTON,R5.5,33.925238,-118.313092
I105-W,760460,HOV,5.5,1,d,7,E/O WILTON,R5.5,33.925579,-118.313116
I105-E,716419,ML,5.5,4,a,7,WILTON,R5.5,33.925238,-118.313092
I105-W,716420,ML,5.5,4,d,7,WILTON,R5.5,33.925579,-118.313116
I405-N,1201281,HOV,5.51,1,a,12,CULVER 2,5.74,33.670291,-117.824699
I405-N,1201283,ML,5.51,5,a,12,CULVER 2,5.74,33.670291,-117.824699
I605-N,766518,HOV,5.732,1,a,7,SOUTH 1,R3.68,33.857321,-118.09579
I605-S,766536,HOV,5.732,1,d,7,SOUTH 1,R3.68,33.857271,-118.09599
I605-N,717850,ML,5.732,4,a,7,SOUTH 1,R3.68,33.857321,-118.09579
I605-S,717847,ML,5.732,4,d,7,SOUTH 1,R3.68,33.857271,-118.09599
SR91-E,763473,HOV,5.778,1,a,7,ATLANTIC 1,R11.78,33.876009,-118.191574
SR91-W,717394,HOV,5.778,1,d,7,ATLANTIC 1,R11.78,33.87619,-118.191575
SR91-E,717393,ML,5.778,3,a,7,ATLANTIC 1,R11.78,33.876009,-118.191574
SR91-W,717392,ML,5.778,3,d,7,ATLANTIC 1,R11.78,33.87619,-118.191575
SR22-E,1214953,HOV,5.797,1,a,12,NEWLAND,R4.34,33.769467,-117.979526
SR22-W,1214952,HOV,5.797,1,d,12,NEWLAND,R4.34,33.769612,-117.979437
SR22-E,1214955,ML,5.797,4,a,12,NEWLAND,R4.34,33.769467,-117.979526
SR22-W,1214954,ML,5.797,4,d,12,NEWLAND,R4.34,33.769612,-117.979437
SR57-S,1202246,HOV,5.811,1,d,12,ORANGETHOR,16.46,33.862118,-117.87757
SR57-S,1202248,ML,5.811,5,d,12,ORANGETHOR,16.46,33.862118,-117.87757
SR71-N,812590,HOV,5.815,1,a,8,Chino Ave ON,R.865,34.013094,-117.735477
SR71-N,812588,ML,5.815,3,a,8,Chino Ave ON,R.865,34.013094,-117.735477
I405-S,1201290,HOV,5.87,1,d,12,HARVARD,6.1,33.671983,-117.830554
I605-N,766520,HOV,5.872,1,a,7,SOUTH 2,R3.82,33.859308,-118.096265
I605-N,717851,ML,5.872,4,a,7,SOUTH 2,R3.82,33.859308,-118.096265
I605-S,766538,HOV,5.882,1,d,7,SOUTH 2,R3.83,33.859402,-118.096491
I605-S,717853,ML,5.882,4,d,7,SOUTH 2,R3.83,33.859402,-118.096491
SR14-S,764309,HOV,5.932,1,d,7,VIA PRINCESSA 1,R30.72,34.401271,-118.457631
SR14-S,764311,ML,5.932,3,d,7,VIA PRINCESSA 1,R30.72,34.401271,-118.457631
I405-N,1201304,HOV,5.98,1,a,12,HARVARD,6.21,33.672851,-117.832271
I405-N,1201298,ML,5.98,5,a,12,HARVARD,6.21,33.672851,-117.832271
I405-S,1201292,ML,5.98,6,d,12,HARVARD,6.21,33.672571,-117.832329
I105-E,760122,HOV,6,1,a,7,W/O NORMANDIE,R6,33.926392,-118.304528
I105-W,760465,HOV,6,1,d,7,W/O NORMANDIE,R6,33.926754,-118.304542
I105-E,716421,ML,6,4,a,7,NORMANDIE,R6,33.926392,-118.304528
I105-W,716422,ML,6,4,d,7,NORMANDIE,R6,33.926754,-118.304542
SR71-S,812602,HOV,6.047,1,d,8,Chino Ave,R1.097,34.009267,-117.731761
SR71-S,812601,ML,6.047,3,d,8,Chino Ave,R1.097,34.009267,-117.731761
SR22-E,1214781,HOV,6.057,1,a,12,MAGNOLIA 1,R4.6,33.767032,-117.976135
SR22-W,1214780,HOV,6.057,1,d,12,MAGNOLIA 1,R4.6,33.767155,-117.976011
SR22-E,1202705,ML,6.057,4,a,12,MAGNOLIA1,R4.6,33.767032,-117.976135
SR22-W,1202701,ML,6.057,4,d,12,MAGNOLIA1,R4.6,33.767155,-117.976011
SR134-E,761005,HOV,6.1,1,a,7,SAN FERNANDO,R6.1,34.154438,-118.272455
SR55-N,1214374,HOV,6.1,1,a,12,AIRPORT AT 55 NB,6.1,33.688567,-117.870964
SR134-E,717578,ML,6.1,4,a,7,SAN FERNANDO,R6.1,34.154438,-118.272455
SR55-N,1214373,ML,6.1,4,a,12,AIRPORT AT 55 NB,6.1,33.688567,-117.870964
SR14-N,764316,HOV,6.322,1,a,7,VIA PRINCESSA 2,R31.11,34.404207,-118.451727
SR14-S,766998,HOV,6.322,1,d,7,VIA PRINCESSA 2,R31.11,34.404382,-118.451878
SR14-N,764318,ML,6.322,3,a,7,VIA PRINCESSA 2,R31.11,34.404207,-118.451727
SR14-S,764322,ML,6.322,3,d,7,VIA PRINCESSA 2,R31.11,34.404382,-118.451878
SR55-N,1214323,HOV,6.35,1,a,12,MAIN,6.35,33.691451,-117.868181
SR55-S,1214324,HOV,6.35,1,d,12,MAIN,6.35,33.691579,-117.868353
SR55-N,1214321,ML,6.35,5,a,12,MAIN,6.35,33.691451,-117.868181
SR55-S,1214322,ML,6.35,4,d,12,MAIN,6.35,33.691579,-117.868353
I605-N,762649,HOV,6.362,1,a,7,183RD,R4.31,33.86612,-118.098646
I605-S,762648,HOV,6.362,1,d,7,183RD,R4.31,33.866067,-118.098862
I605-N,717854,ML,6.362,5,a,7,183RD,R4.31,33.86612,-118.098646
I605-S,716775,ML,6.362,5,d,7,183RD,R4.31,33.866067,-118.098862
SR57-N,1213022,HOV,6.446,1,a,12,CHAPMAN 3,17.18,33.872345,-117.880263
SR57-N,1213023,ML,6.446,4,a,12,CHAPMAN 3,17.18,33.872345,-117.880263
SR22-E,1214826,HOV,6.447,1,a,12,MAGNOLIA 2,R4.99,33.765717,-117.969658
SR22-W,1214832,HOV,6.447,1,d,12,MAGNOLIA 2,R4.99,33.765877,-117.96964
SR22-E,1202720,ML,6.447,4,a,12,MAGNOLIA2,R4.99,33.765717,-117.969658
SR22-W,1202724,ML,6.447,4,d,12,MAGNOLIA2,R4.99,33.765877,-117.96964
SR134-E,761009,HOV,6.48,1,a,7,PACIFIC,R6.48,34.155877,-118.266072
SR134-E,717580,ML,6.48,4,a,7,PACIFIC,R6.48,34.155877,-118.266072
I105-W,760476,HOV,6.5,1,d,7,VERMONT,R6.5,33.928605,-118.29615
I105-W,760473,ML,6.5,4,d,7,VERMONT,R6.5,33.928605,-118.29615
SR134-W,761044,HOV,6.503,1,d,7,PACIFIC,R6.52,34.156198,-118.265345
SR134-W,716554,ML,6.503,4,d,7,PACIFIC,R6.52,34.156198,-118.265345
SR57-S,1202276,HOV,6.531,1,d,12,CHAPMAN 3,17.18,33.872312,-117.880462
SR57-S,1202278,ML,6.531,4,d,12,CHAPMAN 3,17.18,33.872312,-117.880462
I405-S,1201313,HOV,6.57,1,d,12,JAMBOREE 1,6.8,33.675863,-117.84179
I405-S,1201315,ML,6.57,6,d,12,JAMBOREE1,6.8,33.675863,-117.84179
I105-E,760130,HOV,6.6,1,a,7,W/O VERMONT,R6.6,33.928424,-118.29444
I105-E,716424,ML,6.6,5,a,7,VERMONT,R6.6,33.928424,-118.29444
SR71-N,812610,HOV,6.612,1,a,8,Grand Ave.,R1.662,34.004207,-117.7263
SR71-N,812609,ML,6.612,3,a,8,Grand Ave.,R1.662,34.004207,-117.7263
I405-N,1201331,HOV,6.62,1,a,12,JAMBOREE1,6.85,33.676465,-117.842488
I405-N,1201333,ML,6.62,5,a,12,JAMBOREE1,6.85,33.676465,-117.842488
SR134-W,761041,HOV,6.693,1,d,7,CENTRAL,R6.71,34.156458,-118.262159
SR134-W,717582,ML,6.693,4,d,7,CENTRAL,R6.71,34.156458,-118.262159
SR170-N,765616,HOV,6.706,1,a,7,ROSCOE 1,R19.62,34.220025,-118.409585
SR170-S,761081,HOV,6.706,1,d,7,ROSCOE 1,R19.62,34.219986,-118.409792
SR170-N,763995,ML,6.706,3,a,7,ROSCOE 1,R19.62,34.220025,-118.409585
SR170-S,717613,ML,6.706,3,d,7,ROSCOE 1,R19.62,34.219986,-118.409792
SR57-S,1202288,HOV,6.761,1,d,12,NUTWOOD,17.41,33.87562,-117.880503
SR57-S,1202290,ML,6.761,4,d,12,NUTWOOD,17.41,33.87562,-117.880503
I405-S,1201348,HOV,6.78,1,d,12,JAMBOREE2,7.01,33.677283,-117.845019
I405-S,1201350,ML,6.78,6,d,12,JAMBOREE2,7.01,33.677283,-117.845019
SR71-N,812649,HOV,6.829,1,a,8,Grand Ave ON,R1.879,34.001533,-117.724219
SR71-N,812648,ML,6.829,3,a,8,Grand Ave ON,R1.879,34.001533,-117.724219
I405-N,1201363,HOV,6.84,1,a,12,JAMBOREE 2,7.07,33.677945,-117.845871
I405-N,1201365,ML,6.84,5,a,12,JAMBOREE2,7.07,33.677945,-117.845871
I605-N,767233,ML,6.852,3,a,7,ARTESIA,R4.8,33.872931,-118.101112
SR55-S,1203108,HOV,6.88,2,d,12,MACARTHU1,R6.88,33.697495,-117.862677
SR55-S,1203110,ML,6.88,4,d,12,MACARTHU1,R6.88,33.697495,-117.862677
SR170-S,761085,HOV,6.886,1,d,7,ROSCOE 2,R19.8,34.222738,-118.410536
SR170-S,716573,ML,6.886,3,d,7,ROSCOE 2,R19.8,34.222738,-118.410536
I605-N,767234,HOV,6.952,1,a,7,ARTESIA,R4.9,33.874318,-118.101628
I605-S,763679,HOV,6.952,1,d,7,ARTESIA,R4.9,33.87427,-118.101893
I605-S,716776,ML,6.952,4,d,7,ARTESIA,R4.9,33.87427,-118.101893
SR71-S,812652,HOV,6.958,1,d,8,Grand Ave. ON,R2.008,33.998476,-117.722757
SR71-S,812651,ML,6.958,3,d,8,Grand Ave. ON,R2.008,33.998476,-117.722757
SR91-W,717400,HOV,7.008,1,d,7,CHERRY,R13.01,33.876459,-118.1704
SR91-W,717399,ML,7.008,5,d,7,CHERRY,R13.01,33.876459,-118.1704
SR22-E,1215072,HOV,7.027,1,a,12,BROOKHUR1,R5.57,33.765798,-117.959406
SR22-W,1215071,HOV,7.027,1,d,12,BROOKHUR1,R5.57,33.765954,-117.959407
SR22-W,1202738,ML,7.027,4,d,12,BROOKHUR1,R5.57,33.765954,-117.959407
SR55-S,1203134,HOV,7.03,2,d,12,MACARTHU2,R7.03,33.699146,-117.861041
SR55-S,1203136,ML,7.03,4,d,12,MACARTHU2,R7.03,33.699146,-117.861041
SR22-E,1202742,ML,7.087,4,a,12,BROOKHUR1,R5.63,33.765808,-117.958333
I105-W,760490,HOV,7.1,1,d,7,HOOVER,R7.1,33.928915,-118.285761
I105-W,716426,ML,7.1,4,d,7,HOOVER,R7.1,33.928915,-118.285761
SR55-N,1203148,ML,7.1,4,a,12,MACARTHU2,R7.1,33.699873,-117.860155
SR55-N,1203146,HOV,7.16,1,a,12,MACARTHU2,R7.16,33.70056,-117.8595
SR22-E,1214970,HOV,7.227,1,a,12,BROOKHUR2,R5.77,33.765809,-117.955835
SR22-W,1214971,HOV,7.227,1,d,12,BROOKHUR2,R5.77,33.765971,-117.955835
SR22-E,1202753,ML,7.227,4,a,12,BROOKHUR2,R5.77,33.765809,-117.955835
SR22-W,1214972,ML,7.227,4,d,12,BROOKHUR2,R5.77,33.765971,-117.955835
SR91-E,759967,HOV,7.258,1,a,7,CHERRY,R13.26,33.875898,-118.166089
SR91-E,717402,ML,7.258,4,a,7,CHERRY,R13.26,33.875898,-118.166089
SR170-N,765618,HOV,7.356,1,a,7,ARLETA,R20.27,34.230591,-118.409589
SR170-N,764430,ML,7.356,2,a,7,ARLETA,R20.27,34.230591,-118.409589
SR134-E,761014,HOV,7.41,1,a,7,BRAND,R7.41,34.156268,-118.25012
SR134-E,717583,ML,7.41,4,a,7,BRAND,R7.41,34.156268,-118.25012
I405-S,1201380,HOV,7.46,1,d,12,MACARTHUR1,7.69,33.681922,-117.855449
I405-S,1201382,ML,7.46,5,d,12,MACARTHUR1,7.69,33.681922,-117.855449
I605-N,762653,HOV,7.482,1,a,7,N OF 91 (3),R5.43,33.881766,-118.103878
I605-S,762652,HOV,7.482,1,d,7,N OF 91 (3),R5.43,33.881753,-118.104077
I605-N,717857,ML,7.482,6,a,7,N OF 91 (3),R5.43,33.881766,-118.103878
I605-S,716778,ML,7.482,6,d,7,N OF 91 (3),R5.43,33.881753,-118.104077
I405-N,1201397,HOV,7.5,1,a,12,MACARTHUR 1,7.73,33.682442,-117.85598
I405-N,1201399,ML,7.5,5,a,12,MACARTHUR 1,7.73,33.682442,-117.85598
SR22-E,1214986,HOV,7.507,1,a,12,HOPE,R6.05,33.765858,-117.951027
SR22-W,1214985,HOV,7.507,1,d,12,HOPE,R6.05,33.766001,-117.951027
SR22-E,1214988,ML,7.507,4,a,12,HOPE,R6.05,33.765858,-117.951027
SR22-W,1214987,ML,7.507,4,d,12,HOPE,R6.05,33.766001,-117.951027
SR91-W,759984,HOV,7.508,1,d,7,PARAMOUNT,R13.51,33.876117,-118.161745
SR91-W,717404,ML,7.508,5,d,7,PARAMOUNT,R13.51,33.876117,-118.161745
SR57-S,1202320,HOV,7.531,1,d,12,YORBA LI1,18.18,33.886705,-117.880716
SR57-S,1202322,ML,7.531,5,d,12,YORBA LI1,18.18,33.886705,-117.880716
I105-E,765476,ML,7.55,3,a,7,FM 110 SB,R7.55,33.928419,-118.277962
I105-E,760166,HOV,7.56,1,a,7,FM 110 NB,R7.56,33.928407,-118.277789
SR55-S,1203159,HOV,7.62,1,d,12,DYER 1,R7.62,33.705879,-117.854598
SR55-S,1203161,ML,7.62,4,d,12,DYER 1,R7.62,33.705879,-117.854598
SR134-W,761038,HOV,7.673,1,d,7,GLENDALE 1,R7.69,34.156447,-118.245195
SR134-W,717099,ML,7.673,4,d,7,GLENDALE 1,R7.69,34.156447,-118.245195
SR57-S,1202351,HOV,7.721,1,d,12,YORBA LI2,18.37,33.889447,-117.880785
SR57-S,1202353,ML,7.721,4,d,12,YORBA LI2,18.37,33.889447,-117.880785
I605-S,762655,HOV,7.792,1,d,7,ALONDRA 1,R5.74,33.886248,-118.104435
I605-S,717859,ML,7.792,5,d,7,ALONDRA 1,R5.74,33.886248,-118.104435
SR22-E,1215001,HOV,7.797,1,a,12,WARD,R6.34,33.76591,-117.946095
SR22-W,1215000,HOV,7.797,1,d,12,WARD,R6.34,33.76605,-117.946098
SR22-E,1215003,ML,7.797,4,a,12,WARD,R6.34,33.76591,-117.946095
SR22-W,1215002,ML,7.797,4,d,12,WARD,R6.34,33.76605,-117.946098
I105-E,760139,HOV,7.8,1,a,7,MAIN,R7.8,33.927891,-118.273645
I105-W,760147,HOV,7.8,1,d,7,MAIN,R7.8,33.928261,-118.273648
I105-E,716427,ML,7.8,3,a,7,MAIN,R7.8,33.927891,-118.273645
I105-W,716428,ML,7.8,3,d,7,MAIN,R7.8,33.928261,-118.273648
I605-N,762610,HOV,7.822,1,a,7,ALONDRA 1,R5.77,33.886691,-118.104261
I605-N,717858,ML,7.822,5,a,7,ALONDRA 1,R5.77,33.886691,-118.104261
SR134-E,717586,HOV,7.84,1,a,7,GLENDALE 1,R7.84,34.155839,-118.242691
SR134-E,717585,ML,7.84,4,a,7,GLENDALE 1,R7.84,34.155839,-118.242691
SR55-N,1203170,HOV,7.85,1,a,12,DYER 1,R7.85,33.708364,-117.85183
SR55-N,1203172,ML,7.85,4,a,12,DYER 1,R7.85,33.708364,-117.85183
SR71-N,819277,HOV,7.91,1,a,8,M.46 N/O CHINO HILLS,R2.96,33.988125,-117.714111
SR71-N,819276,ML,7.91,3,a,8,M.46 N/O CHINO HILLS,R2.96,33.988125,-117.714111
I605-S,762657,HOV,7.932,1,d,7,ALONDRA 2,R5.88,33.888287,-118.10455
I605-S,717862,ML,7.932,5,d,7,ALONDRA 2,R5.88,33.888287,-118.10455
I605-N,762612,HOV,7.972,1,a,7,ALONDRA 2,R5.92,33.888878,-118.104376
I605-N,717863,ML,7.972,5,a,7,ALONDRA 2,R5.92,33.888878,-118.104376
SR134-E,717588,HOV,7.98,1,a,7,GLENDALE 2,R7.98,34.15489,-118.240354
SR134-E,717587,ML,7.98,5,a,7,GLENDALE 2,R7.98,34.15489,-118.240354
SR91-W,717412,HOV,7.998,1,d,7,DOWNEY 1,R14,33.877126,-118.153353
SR91-W,717410,ML,7.998,4,d,7,DOWNEY 1,R14,33.877126,-118.153353
I405-S,1201407,HOV,8.03,2,d,12,AIRPORT,8.26,33.685751,-117.86423
I405-S,1201406,ML,8.03,6,d,12,AIRPORT,8.26,33.685751,-117.86423
SR22-E,1214803,HOV,8.067,1,a,12,TAFT,R6.61,33.765949,-117.941486
SR22-W,1214804,HOV,8.067,1,d,12,TAFT,R6.61,33.766079,-117.94149
SR22-E,1214805,ML,8.067,4,a,12,TAFT,R6.61,33.765949,-117.941486
SR22-W,1214806,ML,8.067,4,d,12,TAFT,R6.61,33.766079,-117.94149
SR55-N,1203182,HOV,8.12,1,a,12,DYER 2,R8.12,33.711314,-117.848847
SR55-S,1208965,HOV,8.12,1,d,12,DYER 2,R8.12,33.711451,-117.849099
SR55-N,1203184,ML,8.12,4,a,12,DYER 2,R8.12,33.711314,-117.848847
SR55-S,1203188,ML,8.12,5,d,12,DYER 2,R8.12,33.711451,-117.849099
SR71-N,812655,HOV,8.144,1,a,8,Chino Hills Pkwy ON,R3.194,33.985433,-117.711529
SR71-N,812654,ML,8.144,3,a,8,Chino Hills Pkwy ON,R3.194,33.985433,-117.711529
I405-S,1201417,HOV,8.17,1,d,12,RED HILL,8.4,33.686517,-117.866474
I405-S,1201419,ML,8.17,5,d,12,RED HILL,8.4,33.686517,-117.866474
I105-E,760173,HOV,8.2,1,a,7,AVALON,R8.2,33.927305,-118.266557
I105-W,716432,HOV,8.2,1,d,7,AVALON,R8.2,33.927683,-118.266559
I105-E,716431,ML,8.2,4,a,7,AVALON,R8.2,33.927305,-118.266557
I105-W,760496,ML,8.2,5,d,7,AVALON,R8.2,33.927683,-118.266559
SR91-E,768934,HOV,8.208,1,a,7,DOWNEY 2,R14.21,33.876929,-118.149691
SR91-E,765467,ML,8.208,5,a,7,DOWNEY 2,R14.21,33.876929,-118.149691
I605-N,763654,HOV,8.342,1,a,7,FAIRTON,R6.29,33.894297,-118.104669
I605-S,763656,HOV,8.342,1,d,7,FAIRTON,R6.29,33.894293,-118.104912
I605-N,716784,ML,8.342,5,a,7,FAIRTON,R6.29,33.894297,-118.104669
I605-S,717865,ML,8.342,5,d,7,FAIRTON,R6.29,33.894293,-118.104912
SR22-E,1214790,HOV,8.397,1,a,12,EUCLID,R6.94,33.765995,-117.935763
SR22-W,1214785,HOV,8.397,1,d,12,EUCLID,R6.94,33.766144,-117.935768
SR22-E,1202779,ML,8.397,4,a,12,EUCLID,R6.94,33.765995,-117.935763
SR22-W,1202766,ML,8.397,4,d,12,EUCLID,R6.94,33.766144,-117.935768
I105-E,760178,HOV,8.4,1,a,7,STANFORD,R8.4,33.927289,-118.263121
I105-W,760505,HOV,8.4,1,d,7,STANFORD,R8.4,33.927654,-118.263124
I105-E,716433,ML,8.4,4,a,7,STANFORD,R8.4,33.927289,-118.263121
I105-W,716434,ML,8.4,4,d,7,STANFORD,R8.4,33.927654,-118.263124
SR134-W,774055,HOV,8.403,1,d,7,FM 2 SB TO 134,R8.42,34.15084,-118.234258
SR134-W,774053,ML,8.403,4,d,7,FM 2 SB TO 134,R8.42,34.15084,-118.234258
SR134-E,774056,HOV,8.42,1,a,7,FM 2 SB TO 134,R8.42,34.15068,-118.234471
SR134-E,774054,ML,8.42,4,a,7,FM 2 SB TO 134,R8.42,34.15068,-118.234471
SR14-S,766992,HOV,8.463,1,d,7,SAND CANYON,33.3,34.424397,-118.425567
SR14-S,766703,ML,8.463,2,d,7,SAND CANYON,33.3,34.424397,-118.425567
I405-N,1214260,HOV,8.47,1,a,12,ANTON,8.7,33.687449,-117.871466
I405-N,1214212,ML,8.47,4,a,12,ANTON,8.7,33.687449,-117.871466
SR91-W,768937,HOV,8.548,1,d,7,LAKEWOOD 1,R14.55,33.877179,-118.143773
SR91-W,717413,ML,8.548,4,d,7,LAKEWOOD 1,R14.55,33.877179,-118.143773
SR55-N,1214255,HOV,8.6,1,a,12,WARNER,8.6,33.716619,-117.843611
SR55-S,1214254,HOV,8.6,1,d,12,WARNER,8.6,33.71674,-117.843837
SR55-N,1214253,ML,8.6,4,a,12,WARNER,8.6,33.716619,-117.843611
SR55-S,1214215,ML,8.6,5,d,12,WARNER,8.6,33.71674,-117.843837
SR91-W,717417,HOV,8.648,1,d,7,LAKEWOOD 2,R14.65,33.877201,-118.142032
SR91-W,717416,ML,8.648,4,d,7,LAKEWOOD 2,R14.65,33.877201,-118.142032
SR14-N,766969,HOV,8.663,1,a,7,SAND CANYON,33.5,34.425605,-118.422402
SR14-N,766694,ML,8.663,2,a,7,SAND CANYON,33.5,34.425605,-118.422402
SR71-S,812658,HOV,8.687,1,d,8,Ramona Ave ON,R3.737,33.979251,-117.703907
SR71-S,812657,ML,8.687,3,d,8,Ramona Ave ON,R3.737,33.979251,-117.703907
SR134-W,761035,HOV,8.743,1,d,7,HARVEY,R8.76,34.148123,-118.229499
SR134-W,717590,ML,8.743,4,d,7,HARVEY,R8.76,34.148123,-118.229499
SR22-E,1215063,HOV,8.747,1,a,12,NEWHOPE,R7.29,33.766038,-117.929691
SR22-W,1215062,HOV,8.747,1,d,12,NEWHOPE,R7.29,33.766181,-117.929696
SR22-E,1202785,ML,8.747,4,a,12,NEWHOPE,R7.29,33.766038,-117.929691
SR22-W,1202789,ML,8.747,4,d,12,NEWHOPE,R7.29,33.766181,-117.929696
SR22-E,1215251,HOV,8.757,1,a,12,NEWHOPE CENSUS,7.3,33.766037,-117.929518
SR22-W,1215249,HOV,8.757,1,d,12,NEWHOPE CENSUS,7.3,33.766182,-117.929523
SR22-E,1215252,ML,8.757,4,a,12,NEWHOPE CENSUS,7.3,33.766037,-117.929518
SR22-W,1215250,ML,8.757,4,d,12,NEWHOPE CENSUS,7.3,33.766182,-117.929523
I605-S,762659,HOV,8.772,1,d,7,ROSECRANS 1,R6.72,33.900526,-118.105238
I605-S,717867,ML,8.772,5,d,7,ROSECRANS 1,R6.72,33.900526,-118.105238
SR91-E,717419,HOV,8.798,1,a,7,LAKEWOOD 2,R14.8,33.877024,-118.139428
SR91-E,717418,ML,8.798,4,a,7,LAKEWOOD 2,R14.8,33.877024,-118.139428
I105-W,760519,HOV,8.8,1,d,7,CENTRAL,R8.8,33.92794,-118.256279
I105-W,760512,ML,8.8,3,d,7,CENTRAL,R8.8,33.92794,-118.256279
SR71-N,819252,HOV,8.848,1,a,8,M 1Mi N/O SOQUEL CYN,R3.898,33.978621,-117.702281
SR71-N,819253,ML,8.848,3,a,8,M 1Mi N/O SOQUEL CYN,R3.898,33.978621,-117.702281
I605-S,762661,HOV,8.892,1,d,7,ROSECRANS 2,R6.84,33.902261,-118.105349
I605-S,717871,ML,8.892,5,d,7,ROSECRANS 2,R6.84,33.902261,-118.105349
I605-N,766852,HOV,8.902,1,a,7,ROSECRANS 1,R6.85,33.902407,-118.105114
I605-N,766851,ML,8.902,4,a,7,ROSECRANS 1,R6.85,33.902407,-118.105114
SR134-E,717593,HOV,8.92,1,a,7,HARVEY,R8.92,34.146882,-118.227103
SR134-E,717592,ML,8.92,4,a,7,HARVEY,R8.92,34.146882,-118.227103
I405-N,1214243,HOV,8.97,1,a,12,AVE. OF ART,9.2,33.687519,-117.880139
I405-S,1214242,HOV,8.97,1,d,12,AVE. OF ART,9.2,33.687254,-117.880276
I405-N,1214238,ML,8.97,4,a,12,AVE. OF ART,9.2,33.687519,-117.880139
I405-S,1214209,ML,8.97,6,d,12,AVE. OF ART,9.2,33.687254,-117.880276
I605-N,763464,HOV,8.982,1,a,7,ROSECRANS 2,R6.93,33.903565,-118.10513
I605-N,716788,ML,8.982,5,a,7,ROSECRANS 2,R6.93,33.903565,-118.10513
I105-E,760188,HOV,9,1,a,7,CENTRAL,R9,33.928141,-118.252891
I105-E,760187,ML,9,3,a,7,CENTRAL,R9,33.928141,-118.252891
SR57-S,1202392,HOV,9.081,1,d,12,IMPERIAL 1,19.73,33.90899,-117.883224
SR57-S,1202394,ML,9.081,4,d,12,IMPERIAL1,19.73,33.90899,-117.883224
SR22-E,1214892,HOV,9.177,1,a,12,HARBOR 1,R7.72,33.76705,-117.922361
SR22-W,1214893,HOV,9.177,1,d,12,HARBOR 1,R7.72,33.767174,-117.922445
SR22-E,1214894,ML,9.177,4,a,12,HARBOR 1,R7.72,33.76705,-117.922361
SR22-W,1202803,ML,9.177,5,d,12,HARBOR 1,R7.72,33.767174,-117.922445
SR55-S,1203204,HOV,9.19,1,d,12,EDINGER 1,R9.19,33.723387,-117.837265
SR55-S,1203206,ML,9.19,4,d,12,EDINGER 1,R9.19,33.723387,-117.837265
SR134-W,773977,HOV,9.213,1,d,7,OAKVIEW,R9.23,34.14568,-118.221874
SR134-W,773975,ML,9.213,4,d,7,OAKVIEW,R9.23,34.14568,-118.221874
SR91-E,717422,HOV,9.218,1,a,7,CLARK,R15.22,33.8765,-118.132216
SR91-W,763466,HOV,9.218,1,d,7,CLARK,R15.22,33.876702,-118.132194
SR91-E,717420,ML,9.218,5,a,7,CLARK,R15.22,33.8765,-118.132216
SR91-W,717421,ML,9.218,4,d,7,CLARK,R15.22,33.876702,-118.132194
SR134-E,773976,HOV,9.23,1,a,7,OAKVIEW,R9.23,34.145484,-118.221919
I405-N,1201451,HOV,9.23,1,a,12,BRISTOL 1,9.46,33.687523,-117.884653
SR134-E,773974,ML,9.23,4,a,7,OAKVIEW,R9.23,34.145484,-118.221919
I405-N,1201453,ML,9.23,4,a,12,BRISTOL 1,9.46,33.687523,-117.884653
SR57-S,1202420,HOV,9.291,1,d,12,IMPERIAL 2,19.94,33.91201,-117.883726
SR57-S,1202422,ML,9.291,4,d,12,IMPERIAL2,19.94,33.91201,-117.883726
I405-S,1201467,HOV,9.31,1,d,12,BRISTOL 1,9.54,33.687251,-117.88618
I405-S,1201469,ML,9.31,5,d,12,BRISTOL 1,9.54,33.687251,-117.88618
I605-S,763999,HOV,9.352,1,d,7,FOSTER,R7.3,33.908921,-118.10517
